Data;Sensor;Hora_Ativo;ConsumoWH
17/03/2025;Cozinha;08:58:00;26900,00
18/03/2025;Cozinha;19:24:00;58200,00
19/03/2025;Cozinha;11:53:00;35650,00
20/03/2025;Cozinha;11:01:00;33050,00
21/03/2025;Cozinha;00:00:00;0,00
22/03/2025;Cozinha;14:35:00;43750,00
23/03/2025;Cozinha;16:16:00;48800,00
24/03/2025;Cozinha;00:05:00;250,00
25/03/2025;Cozinha;07:40:00;23000,00
26/03/2025;Cozinha;10:45:00;32250,00
27/03/2025;Cozinha;11:38:00;34900,00
28/03/2025;Cozinha;13:57:00;41850,00
29/03/2025;Cozinha;05:56:00;17800,00
30/03/2025;Cozinha;13:01:00;39050,00
31/03/2025;Cozinha;11:10:00;33500,00
01/04/2025;Cozinha;05:07:00;15350,00
02/04/2025;Cozinha;03:30:00;10500,00
03/04/2025;Cozinha;04:56:00;14800,00
04/04/2025;Cozinha;17:50:00;53500,00
05/04/2025;Cozinha;13:23:00;40150,00
06/04/2025;Cozinha;18:26:00;55300,00
07/04/2025;Cozinha;00:00:00;0,00
08/04/2025;Cozinha;16:43:00;50150,00
09/04/2025;Cozinha;17:14:00;51700,00
10/04/2025;Cozinha;03:11:00;9550,00
11/04/2025;Cozinha;15:31:00;46550,00
12/04/2025;Cozinha;03:29:00;10450,00
13/04/2025;Cozinha;08:50:00;26500,00
14/04/2025;Cozinha;10:00:00;30000,00
15/04/2025;Cozinha;08:36:00;25800,00
16/04/2025;Cozinha;14:06:00;42300,00
17/04/2025;Cozinha;12:26:00;37300,00
18/04/2025;Cozinha;00:00:00;0,00
19/04/2025;Cozinha;16:57:00;50850,00
20/04/2025;Cozinha;07:57:00;23850,00
21/04/2025;Cozinha;17:42:00;53100,00
22/04/2025;Cozinha;15:34:00;46700,00
23/04/2025;Cozinha;12:31:00;37550,00
24/04/2025;Cozinha;08:19:00;24950,00
25/04/2025;Cozinha;00:49:00;2450,00
26/04/2025;Cozinha;09:42:00;29100,00
27/04/2025;Cozinha;05:40:00;17000,00
28/04/2025;Cozinha;14:30:00;43500,00
29/04/2025;Cozinha;06:48:00;20400,00
30/04/2025;Cozinha;06:30:00;19500,00
01/05/2025;Cozinha;01:02:00;3100,00
02/05/2025;Cozinha;16:38:00;49900,00
03/05/2025;Cozinha;13:13:00;39650,00
04/05/2025;Cozinha;17:04:00;51200,00
05/05/2025;Cozinha;02:56:00;8800,00
06/05/2025;Cozinha;05:38:00;16900,00
07/05/2025;Cozinha;09:04:00;27200,00
08/05/2025;Cozinha;19:33:00;58650,00
09/05/2025;Cozinha;08:48:00;26400,00
10/05/2025;Cozinha;11:30:00;34500,00
11/05/2025;Cozinha;13:34:00;40700,00
12/05/2025;Cozinha;07:30:00;22500,00
13/05/2025;Cozinha;12:46:00;38300,00
14/05/2025;Cozinha;12:51:00;38550,00
15/05/2025;Cozinha;12:23:00;37150,00
16/05/2025;Cozinha;06:56:00;20800,00
17/05/2025;Cozinha;01:40:00;5000,00
18/05/2025;Cozinha;06:16:00;18800,00
19/05/2025;Cozinha;14:23:00;43150,00
20/05/2025;Cozinha;13:07:00;39350,00
21/05/2025;Cozinha;12:16:00;36800,00
22/05/2025;Cozinha;11:54:00;35700,00
23/05/2025;Cozinha;13:07:00;39350,00
24/05/2025;Cozinha;08:53:00;26650,00
25/05/2025;Cozinha;02:13:00;6650,00
26/05/2025;Cozinha;12:22:00;37100,00
27/05/2025;Cozinha;03:10:00;9500,00
28/05/2025;Cozinha;02:52:00;8600,00
29/05/2025;Cozinha;11:29:00;34450,00
30/05/2025;Cozinha;05:22:00;16100,00
31/05/2025;Cozinha;10:18:00;30900,00
01/06/2025;Cozinha;09:48:00;29400,00
02/06/2025;Cozinha;08:10:00;24500,00
03/06/2025;Cozinha;04:09:00;12450,00
04/06/2025;Cozinha;01:42:00;5100,00
05/06/2025;Cozinha;12:38:00;37900,00
06/06/2025;Cozinha;07:03:00;21150,00
07/06/2025;Cozinha;07:12:00;21600,00
08/06/2025;Cozinha;16:48:00;50400,00
09/06/2025;Cozinha;11:40:00;35000,00
10/06/2025;Cozinha;12:50:00;38500,00
11/06/2025;Cozinha;15:31:00;46550,00
12/06/2025;Cozinha;17:51:00;53550,00
13/06/2025;Cozinha;08:27:00;25350,00
14/06/2025;Cozinha;00:44:00;2200,00
15/06/2025;Cozinha;15:05:00;45250,00
16/06/2025;Cozinha;11:03:00;33150,00
17/06/2025;Cozinha;05:22:00;16100,00
18/06/2025;Cozinha;06:02:00;18100,00
19/06/2025;Cozinha;02:39:00;7950,00
20/06/2025;Cozinha;02:30:00;7500,00
21/06/2025;Cozinha;05:55:00;17750,00
22/06/2025;Cozinha;06:36:00;19800,00
23/06/2025;Cozinha;16:27:00;49350,00
24/06/2025;Cozinha;08:52:00;26600,00
25/06/2025;Cozinha;09:37:00;28850,00
26/06/2025;Cozinha;06:49:00;20450,00
27/06/2025;Cozinha;06:54:00;20700,00
28/06/2025;Cozinha;10:53:00;32650,00
29/06/2025;Cozinha;13:48:00;41400,00
30/06/2025;Cozinha;14:56:00;44800,00
01/07/2025;Cozinha;19:56:00;59800,00
02/07/2025;Cozinha;08:03:00;24150,00
03/07/2025;Cozinha;05:55:00;17750,00
04/07/2025;Cozinha;04:32:00;13600,00
05/07/2025;Cozinha;06:13:00;18650,00
06/07/2025;Cozinha;11:01:00;33050,00
07/07/2025;Cozinha;04:02:00;12100,00
08/07/2025;Cozinha;15:16:00;45800,00
09/07/2025;Cozinha;12:09:00;36450,00
10/07/2025;Cozinha;19:16:00;57800,00
11/07/2025;Cozinha;14:19:00;42950,00
12/07/2025;Cozinha;13:07:00;39350,00
13/07/2025;Cozinha;15:24:00;46200,00
14/07/2025;Cozinha;17:36:00;52800,00
15/07/2025;Cozinha;08:25:00;25250,00
16/07/2025;Cozinha;16:04:00;48200,00
17/07/2025;Cozinha;06:24:00;19200,00
18/07/2025;Cozinha;04:36:00;13800,00
19/07/2025;Cozinha;12:24:00;37200,00
20/07/2025;Cozinha;14:55:00;44750,00
21/07/2025;Cozinha;09:59:00;29950,00
22/07/2025;Cozinha;19:31:00;58550,00
23/07/2025;Cozinha;19:07:00;57350,00
24/07/2025;Cozinha;14:33:00;43650,00
25/07/2025;Cozinha;00:00:00;0,00
26/07/2025;Cozinha;18:53:00;56650,00
27/07/2025;Cozinha;19:33:00;58650,00
28/07/2025;Cozinha;09:48:00;29400,00
29/07/2025;Cozinha;02:07:00;6350,00
30/07/2025;Cozinha;08:17:00;24850,00
31/07/2025;Cozinha;00:00:00;0,00
