Data;Sensor;Hora_Ativo;ConsumoWH
11/03/2025;Piscina;15:55:00;111416,67
12/03/2025;Piscina;17:50:00;124833,33
13/03/2025;Piscina;09:02:00;63233,33
14/03/2025;Piscina;09:18:00;65100,00
15/03/2025;Piscina;20:07:00;140816,67
16/03/2025;Piscina;11:16:00;78866,67
17/03/2025;Piscina;01:46:00;12366,67
18/03/2025;Piscina;02:04:00;14466,67
19/03/2025;Piscina;14:34:00;101966,67
20/03/2025;Piscina;05:30:00;38500,00
21/03/2025;Piscina;17:42:00;123900,00
22/03/2025;Piscina;09:53:00;69183,33
23/03/2025;Piscina;16:08:00;112933,33
24/03/2025;Piscina;08:16:00;57866,67
25/03/2025;Piscina;07:00:00;49000,00
26/03/2025;Piscina;19:22:00;135566,67
27/03/2025;Piscina;12:59:00;90883,33
28/03/2025;Piscina;12:38:00;88433,33
29/03/2025;Piscina;14:26:00;101033,33
30/03/2025;Piscina;10:51:00;75950,00
31/03/2025;Piscina;06:15:00;43750,00
01/04/2025;Piscina;03:49:00;26716,67
02/04/2025;Piscina;10:55:00;76416,67
03/04/2025;Piscina;09:41:00;67783,33
04/04/2025;Piscina;00:22:00;2566,67
05/04/2025;Piscina;17:42:00;123900,00
06/04/2025;Piscina;00:00:00;0,00
07/04/2025;Piscina;19:01:00;133116,67
08/04/2025;Piscina;03:04:00;21466,67
09/04/2025;Piscina;17:36:00;123200,00
10/04/2025;Piscina;17:48:00;124600,00
11/04/2025;Piscina;10:36:00;74200,00
12/04/2025;Piscina;02:41:00;18783,33
13/04/2025;Piscina;16:11:00;113283,33
14/04/2025;Piscina;16:30:00;115500,00
15/04/2025;Piscina;10:59:00;76883,33
16/04/2025;Piscina;21:21:00;149450,00
17/04/2025;Piscina;10:56:00;76533,33
18/04/2025;Piscina;16:52:00;118066,67
19/04/2025;Piscina;14:27:00;101150,00
20/04/2025;Piscina;12:12:00;85400,00
21/04/2025;Piscina;18:15:00;127750,00
22/04/2025;Piscina;07:56:00;55533,33
23/04/2025;Piscina;15:50:00;110833,33
24/04/2025;Piscina;14:23:00;100683,33
25/04/2025;Piscina;06:51:00;47950,00
26/04/2025;Piscina;10:08:00;70933,33
27/04/2025;Piscina;15:31:00;108616,67
28/04/2025;Piscina;08:36:00;60200,00
29/04/2025;Piscina;17:40:00;123666,67
30/04/2025;Piscina;00:00:00;0,00
01/05/2025;Piscina;14:15:00;99750,00
02/05/2025;Piscina;01:33:00;10850,00
03/05/2025;Piscina;11:32:00;80733,33
04/05/2025;Piscina;10:48:00;75600,00
05/05/2025;Piscina;06:57:00;48650,00
06/05/2025;Piscina;07:55:00;55416,67
07/05/2025;Piscina;10:59:00;76883,33
08/05/2025;Piscina;18:04:00;126466,67
09/05/2025;Piscina;12:16:00;85866,67
10/05/2025;Piscina;03:10:00;22166,67
11/05/2025;Piscina;14:16:00;99866,67
12/05/2025;Piscina;13:46:00;96366,67
13/05/2025;Piscina;15:13:00;106516,67
14/05/2025;Piscina;12:52:00;90066,67
15/05/2025;Piscina;05:35:00;39083,33
16/05/2025;Piscina;15:01:00;105116,67
17/05/2025;Piscina;12:28:00;87266,67
18/05/2025;Piscina;09:58:00;69766,67
19/05/2025;Piscina;13:03:00;91350,00
20/05/2025;Piscina;17:30:00;122500,00
21/05/2025;Piscina;12:43:00;89016,67
22/05/2025;Piscina;08:47:00;61483,33
23/05/2025;Piscina;09:50:00;68833,33
24/05/2025;Piscina;19:37:00;137316,67
25/05/2025;Piscina;01:57:00;13650,00
26/05/2025;Piscina;15:47:00;110483,33
27/05/2025;Piscina;08:19:00;58216,67
28/05/2025;Piscina;13:42:00;95900,00
29/05/2025;Piscina;19:07:00;133816,67
30/05/2025;Piscina;07:47:00;54483,33
31/05/2025;Piscina;18:09:00;127050,00
01/06/2025;Piscina;08:19:00;58216,67
02/06/2025;Piscina;13:43:00;96016,67
03/06/2025;Piscina;01:32:00;10733,33
04/06/2025;Piscina;11:25:00;79916,67
05/06/2025;Piscina;07:36:00;53200,00
06/06/2025;Piscina;04:35:00;32083,33
07/06/2025;Piscina;00:10:00;1166,67
08/06/2025;Piscina;06:46:00;47366,67
09/06/2025;Piscina;08:11:00;57283,33
10/06/2025;Piscina;13:16:00;92866,67
11/06/2025;Piscina;11:14:00;78633,33
12/06/2025;Piscina;09:48:00;68600,00
13/06/2025;Piscina;06:52:00;48066,67
14/06/2025;Piscina;15:47:00;110483,33
15/06/2025;Piscina;05:36:00;39200,00
16/06/2025;Piscina;00:13:00;1516,67
17/06/2025;Piscina;12:18:00;86100,00
18/06/2025;Piscina;08:57:00;62650,00
19/06/2025;Piscina;18:49:00;131716,67
20/06/2025;Piscina;00:00:00;0,00
21/06/2025;Piscina;13:06:00;91700,00
22/06/2025;Piscina;13:53:00;97183,33
23/06/2025;Piscina;21:11:00;148283,33
24/06/2025;Piscina;05:38:00;39433,33
25/06/2025;Piscina;00:00:00;0,00
26/06/2025;Piscina;18:30:00;129500,00
27/06/2025;Piscina;12:04:00;84466,67
28/06/2025;Piscina;10:16:00;71866,67
29/06/2025;Piscina;06:58:00;48766,67
30/06/2025;Piscina;02:46:00;19366,67
01/07/2025;Piscina;13:32:00;94733,33
02/07/2025;Piscina;18:49:00;131716,67
03/07/2025;Piscina;05:26:00;38033,33
04/07/2025;Piscina;03:19:00;23216,67
05/07/2025;Piscina;17:47:00;124483,33
06/07/2025;Piscina;08:36:00;60200,00
07/07/2025;Piscina;14:27:00;101150,00
08/07/2025;Piscina;10:43:00;75016,67
09/07/2025;Piscina;13:00:00;91000,00
10/07/2025;Piscina;03:26:00;24033,33
11/07/2025;Piscina;15:27:00;108150,00
12/07/2025;Piscina;15:41:00;109783,33
13/07/2025;Piscina;17:18:00;121100,00
14/07/2025;Piscina;00:25:00;2916,67
15/07/2025;Piscina;20:00:00;140000,00
16/07/2025;Piscina;02:30:00;17500,00
17/07/2025;Piscina;12:37:00;88316,67
18/07/2025;Piscina;11:27:00;80150,00
19/07/2025;Piscina;00:06:00;700,00
20/07/2025;Piscina;08:05:00;56583,33
21/07/2025;Piscina;00:01:00;116,67
22/07/2025;Piscina;14:29:00;101383,33
23/07/2025;Piscina;07:27:00;52150,00
24/07/2025;Piscina;03:47:00;26483,33
25/07/2025;Piscina;10:07:00;70816,67
26/07/2025;Piscina;06:22:00;44566,67
27/07/2025;Piscina;07:58:00;55766,67
28/07/2025;Piscina;07:49:00;54716,67
29/07/2025;Piscina;16:58:00;118766,67
30/07/2025;Piscina;17:59:00;125883,33
31/07/2025;Piscina;00:00:00;0,00
