DATA;ID_SENSOR;TimeAtive;TotalGastoWatts
27/02/2025 00:00:00;4;11:16:00;33800
28/02/2025 00:00:00;4;11:28:00;34400
01/03/2025 00:00:00;4;15:21:00;46050
02/03/2025 00:00:00;4;21:55:00;65750
03/03/2025 00:00:00;4;11:18:00;33900
04/03/2025 00:00:00;4;18:26:00;55300
05/03/2025 00:00:00;4;16:33:00;49650
06/03/2025 00:00:00;4;21:04:00;63200
07/03/2025 00:00:00;4;04:14:00;12700
08/03/2025 00:00:00;4;15:41:00;47050
09/03/2025 00:00:00;4;16:04:00;48200
10/03/2025 00:00:00;4;10:02:00;30100
11/03/2025 00:00:00;4;09:28:00;28400
12/03/2025 00:00:00;4;13:27:00;40350
13/03/2025 00:00:00;4;03:25:00;10250
14/03/2025 00:00:00;4;17:05:00;51250
15/03/2025 00:00:00;4;19:51:00;59550
16/03/2025 00:00:00;4;21:15:00;63750
17/03/2025 00:00:00;4;11:23:00;34150
18/03/2025 00:00:00;4;19:56:00;59800
19/03/2025 00:00:00;4;11:53:00;35650
20/03/2025 00:00:00;4;11:27:00;34350
21/03/2025 00:00:00;4;01:21:00;4050
22/03/2025 00:00:00;4;16:36:00;49800
23/03/2025 00:00:00;4;20:36:00;61800
24/03/2025 00:00:00;4;05:54:00;17700
25/03/2025 00:00:00;4;11:29:00;34450
26/03/2025 00:00:00;4;13:05:00;39250
27/03/2025 00:00:00;4;12:21:00;37050
28/03/2025 00:00:00;4;14:44:00;44200
29/03/2025 00:00:00;4;07:27:00;22350
30/03/2025 00:00:00;4;13:01:00;39050
31/03/2025 00:00:00;4;13:45:00;41250
01/04/2025 00:00:00;4;05:07:00;15350
02/04/2025 00:00:00;4;04:51:00;14550
03/04/2025 00:00:00;4;07:42:00;23100
04/04/2025 00:00:00;4;17:54:00;53700
05/04/2025 00:00:00;4;13:54:00;41700
06/04/2025 00:00:00;4;19:33:00;58650
07/04/2025 00:00:00;4;07:40:00;23000
08/04/2025 00:00:00;4;17:48:00;53400
09/04/2025 00:00:00;4;17:14:00;51700
10/04/2025 00:00:00;4;10:09:00;30450
11/04/2025 00:00:00;4;18:27:00;55350
12/04/2025 00:00:00;4;06:06:00;18300
13/04/2025 00:00:00;4;15:33:00;46650
14/04/2025 00:00:00;4;14:02:00;42100
15/04/2025 00:00:00;4;10:41:00;32050
16/04/2025 00:00:00;4;14:06:00;42300
17/04/2025 00:00:00;4;15:40:00;47000
19/04/2025 00:00:00;4;17:35:00;52750
20/04/2025 00:00:00;4;11:49:00;35450
21/04/2025 00:00:00;4;19:57:00;59850
22/04/2025 00:00:00;4;18:03:00;54150
23/04/2025 00:00:00;4;13:20:00;40000
24/04/2025 00:00:00;4;11:25:00;34250
25/04/2025 00:00:00;4;00:49:00;2450
26/04/2025 00:00:00;4;10:59:00;32950
27/04/2025 00:00:00;4;05:40:00;17000
28/04/2025 00:00:00;4;19:26:00;58300
29/04/2025 00:00:00;4;13:19:00;39950
30/04/2025 00:00:00;4;06:49:00;20450
01/05/2025 00:00:00;4;10:35:00;31750
02/05/2025 00:00:00;4;17:27:00;52350
03/05/2025 00:00:00;4;14:19:00;42950
04/05/2025 00:00:00;4;18:39:00;55950
05/05/2025 00:00:00;4;04:38:00;13900
06/05/2025 00:00:00;4;08:34:00;25700
07/05/2025 00:00:00;4;11:38:00;34900
08/05/2025 00:00:00;4;21:19:00;63950
09/05/2025 00:00:00;4;10:18:00;30900
10/05/2025 00:00:00;4;17:21:00;52050
11/05/2025 00:00:00;4;15:54:00;47700
12/05/2025 00:00:00;4;09:06:00;27300
13/05/2025 00:00:00;4;15:41:00;47050
14/05/2025 00:00:00;4;16:24:00;49200
15/05/2025 00:00:00;4;13:15:00;39750
16/05/2025 00:00:00;4;14:54:00;44700
17/05/2025 00:00:00;4;01:40:00;5000
18/05/2025 00:00:00;4;07:47:00;23350
19/05/2025 00:00:00;4;14:36:00;43800
20/05/2025 00:00:00;4;15:23:00;46150
21/05/2025 00:00:00;4;12:19:00;36950
22/05/2025 00:00:00;4;12:55:00;38750
23/05/2025 00:00:00;4;15:00:00;45000
24/05/2025 00:00:00;4;11:28:00;34400
25/05/2025 00:00:00;4;02:13:00;6650
26/05/2025 00:00:00;4;16:13:00;48650
27/05/2025 00:00:00;4;04:00:00;12000
28/05/2025 00:00:00;4;12:28:00;37400
29/05/2025 00:00:00;4;14:57:00;44850
30/05/2025 00:00:00;4;06:02:00;18100
31/05/2025 00:00:00;4;12:26:00;37300
01/06/2025 00:00:00;4;17:29:00;52450
02/06/2025 00:00:00;4;09:46:00;29300
03/06/2025 00:00:00;4;10:33:00;31650
04/06/2025 00:00:00;4;06:47:00;20350
05/06/2025 00:00:00;4;13:33:00;40650
06/06/2025 00:00:00;4;13:18:00;39900
07/06/2025 00:00:00;4;07:30:00;22500
08/06/2025 00:00:00;4;17:38:00;52900
09/06/2025 00:00:00;4;13:25:00;40250
10/06/2025 00:00:00;4;12:50:00;38500
11/06/2025 00:00:00;4;18:19:00;54950
12/06/2025 00:00:00;4;18:39:00;55950
13/06/2025 00:00:00;4;10:19:00;30950
14/06/2025 00:00:00;4;00:44:00;2200
15/06/2025 00:00:00;4;16:03:00;48150
16/06/2025 00:00:00;4;12:19:00;36950
17/06/2025 00:00:00;4;05:22:00;16100
18/06/2025 00:00:00;4;11:51:00;35550
19/06/2025 00:00:00;4;03:36:00;10800
20/06/2025 00:00:00;4;02:30:00;7500
21/06/2025 00:00:00;4;10:09:00;30450
22/06/2025 00:00:00;4;06:36:00;19800
23/06/2025 00:00:00;4;17:13:00;51650
24/06/2025 00:00:00;4;10:58:00;32900
25/06/2025 00:00:00;4;12:59:00;38950
26/06/2025 00:00:00;4;09:04:00;27200
27/06/2025 00:00:00;4;12:29:00;37450
28/06/2025 00:00:00;4;18:41:00;56050
29/06/2025 00:00:00;4;16:30:00;49500
30/06/2025 00:00:00;4;14:56:00;44800
01/07/2025 00:00:00;4;20:09:00;60450
02/07/2025 00:00:00;4;08:20:00;25000
03/07/2025 00:00:00;4;11:29:00;34450
04/07/2025 00:00:00;4;09:48:00;29400
05/07/2025 00:00:00;4;06:16:00;18800
06/07/2025 00:00:00;4;17:45:00;53250
07/07/2025 00:00:00;4;04:17:00;12850
08/07/2025 00:00:00;4;18:15:00;54750
09/07/2025 00:00:00;4;14:11:00;42550
10/07/2025 00:00:00;4;19:57:00;59850
11/07/2025 00:00:00;4;16:44:00;50200
12/07/2025 00:00:00;4;14:48:00;44400
13/07/2025 00:00:00;4;17:52:00;53600
14/07/2025 00:00:00;4;19:12:00;57600
15/07/2025 00:00:00;4;10:21:00;31050
16/07/2025 00:00:00;4;16:16:00;48800
17/07/2025 00:00:00;4;07:56:00;23800
18/07/2025 00:00:00;4;04:36:00;13800
19/07/2025 00:00:00;4;19:47:00;59350
20/07/2025 00:00:00;4;15:19:00;45950
21/07/2025 00:00:00;4;11:22:00;34100
22/07/2025 00:00:00;4;20:56:00;62800
23/07/2025 00:00:00;4;19:24:00;58200
24/07/2025 00:00:00;4;14:48:00;44400
26/07/2025 00:00:00;4;23:10:00;69500
27/07/2025 00:00:00;4;19:56:00;59800
28/07/2025 00:00:00;4;10:31:00;31550
29/07/2025 00:00:00;4;05:52:00;17600
30/07/2025 00:00:00;4;10:20:00;31000
