DATA;ID_SENSOR;TimeAtive;TotalGastoWatts
07/03/2025 00:00:00;1;13:40:00;20500
08/03/2025 00:00:00;1;15:54:00;23850
09/03/2025 00:00:00;1;09:21:00;14025
10/03/2025 00:00:00;1;16:53:00;25325
11/03/2025 00:00:00;1;18:13:00;27325
12/03/2025 00:00:00;1;06:33:00;9825
13/03/2025 00:00:00;1;12:09:00;18225
14/03/2025 00:00:00;1;02:47:00;4175
15/03/2025 00:00:00;1;22:05:00;33125
16/03/2025 00:00:00;1;16:56:00;25400
17/03/2025 00:00:00;1;10:39:00;15975
18/03/2025 00:00:00;1;09:53:00;14825
19/03/2025 00:00:00;1;11:13:00;16825
20/03/2025 00:00:00;1;10:14:00;15350
21/03/2025 00:00:00;1;02:55:00;4375
22/03/2025 00:00:00;1;17:43:00;26575
23/03/2025 00:00:00;1;10:30:00;15750
24/03/2025 00:00:00;1;18:00:00;27000
25/03/2025 00:00:00;1;09:07:00;13675
26/03/2025 00:00:00;1;10:25:00;15625
27/03/2025 00:00:00;1;18:51:00;28275
28/03/2025 00:00:00;1;11:52:00;17800
29/03/2025 00:00:00;1;01:04:00;1600
30/03/2025 00:00:00;1;16:01:00;24025
31/03/2025 00:00:00;1;17:55:00;26875
01/04/2025 00:00:00;1;09:37:00;14425
02/04/2025 00:00:00;1;17:15:00;25875
03/04/2025 00:00:00;1;08:08:00;12200
04/04/2025 00:00:00;1;07:50:00;11750
05/04/2025 00:00:00;1;19:45:00;29625
06/04/2025 00:00:00;1;19:19:00;28975
07/04/2025 00:00:00;1;21:51:00;32775
08/04/2025 00:00:00;1;17:07:00;25675
09/04/2025 00:00:00;1;14:00:00;21000
10/04/2025 00:00:00;1;14:02:00;21050
11/04/2025 00:00:00;1;16:01:00;24025
12/04/2025 00:00:00;1;11:40:00;17500
13/04/2025 00:00:00;1;11:55:00;17875
14/04/2025 00:00:00;1;06:12:00;9300
15/04/2025 00:00:00;1;09:50:00;14750
16/04/2025 00:00:00;1;12:44:00;19100
17/04/2025 00:00:00;1;12:24:00;18600
18/04/2025 00:00:00;1;11:39:00;17475
19/04/2025 00:00:00;1;07:42:00;11550
20/04/2025 00:00:00;1;08:14:00;12350
21/04/2025 00:00:00;1;12:11:00;18275
22/04/2025 00:00:00;1;10:04:00;15100
23/04/2025 00:00:00;1;14:17:00;21425
24/04/2025 00:00:00;1;18:38:00;27950
25/04/2025 00:00:00;1;09:24:00;14100
26/04/2025 00:00:00;1;14:05:00;21125
27/04/2025 00:00:00;1;15:22:00;23050
28/04/2025 00:00:00;1;14:30:00;21750
29/04/2025 00:00:00;1;07:41:00;11525
30/04/2025 00:00:00;1;07:05:00;10625
01/05/2025 00:00:00;1;10:13:00;15325
02/05/2025 00:00:00;1;13:53:00;20825
03/05/2025 00:00:00;1;02:45:00;4125
04/05/2025 00:00:00;1;14:27:00;21675
05/05/2025 00:00:00;1;06:38:00;9950
06/05/2025 00:00:00;1;17:18:00;25950
07/05/2025 00:00:00;1;15:23:00;23075
08/05/2025 00:00:00;1;18:57:00;28425
09/05/2025 00:00:00;1;09:24:00;14100
10/05/2025 00:00:00;1;21:33:00;32325
11/05/2025 00:00:00;1;12:02:00;18050
12/05/2025 00:00:00;1;05:06:00;7650
13/05/2025 00:00:00;1;18:22:00;27550
14/05/2025 00:00:00;1;08:57:00;13425
16/05/2025 00:00:00;1;21:07:00;31675
17/05/2025 00:00:00;1;10:19:00;15475
18/05/2025 00:00:00;1;07:31:00;11275
19/05/2025 00:00:00;1;02:02:00;3050
20/05/2025 00:00:00;1;10:21:00;15525
21/05/2025 00:00:00;1;17:34:00;26350
22/05/2025 00:00:00;1;13:20:00;20000
23/05/2025 00:00:00;1;11:07:00;16675
24/05/2025 00:00:00;1;09:29:00;14225
25/05/2025 00:00:00;1;19:22:00;29050
26/05/2025 00:00:00;1;15:39:00;23475
27/05/2025 00:00:00;1;12:05:00;18125
28/05/2025 00:00:00;1;02:03:00;3075
29/05/2025 00:00:00;1;07:44:00;11600
30/05/2025 00:00:00;1;17:25:00;26125
31/05/2025 00:00:00;1;20:27:00;30675
01/06/2025 00:00:00;1;02:31:00;3775
02/06/2025 00:00:00;1;16:38:00;24950
03/06/2025 00:00:00;1;08:19:00;12475
04/06/2025 00:00:00;1;04:49:00;7225
05/06/2025 00:00:00;1;11:53:00;17825
06/06/2025 00:00:00;1;08:40:00;13000
07/06/2025 00:00:00;1;08:10:00;12250
08/06/2025 00:00:00;1;09:15:00;13875
09/06/2025 00:00:00;1;19:07:00;28675
10/06/2025 00:00:00;1;07:15:00;10875
11/06/2025 00:00:00;1;11:26:00;17150
12/06/2025 00:00:00;1;14:36:00;21900
13/06/2025 00:00:00;1;22:00:00;33000
14/06/2025 00:00:00;1;11:31:00;17275
16/06/2025 00:00:00;1;16:01:00;24025
17/06/2025 00:00:00;1;17:32:00;26300
18/06/2025 00:00:00;1;17:58:00;26950
19/06/2025 00:00:00;1;15:32:00;23300
20/06/2025 00:00:00;1;23:16:00;34900
21/06/2025 00:00:00;1;02:17:00;3425
22/06/2025 00:00:00;1;02:41:00;4025
23/06/2025 00:00:00;1;13:19:00;19975
24/06/2025 00:00:00;1;10:48:00;16200
25/06/2025 00:00:00;1;20:03:00;30075
26/06/2025 00:00:00;1;16:42:00;25050
27/06/2025 00:00:00;1;19:11:00;28775
28/06/2025 00:00:00;1;17:33:00;26325
29/06/2025 00:00:00;1;18:07:00;27175
30/06/2025 00:00:00;1;10:53:00;16325
01/07/2025 00:00:00;1;07:25:00;11125
02/07/2025 00:00:00;1;13:52:00;20800
03/07/2025 00:00:00;1;23:01:00;34525
04/07/2025 00:00:00;1;15:54:00;23850
05/07/2025 00:00:00;1;10:19:00;15475
06/07/2025 00:00:00;1;02:26:00;3650
07/07/2025 00:00:00;1;05:36:00;8400
08/07/2025 00:00:00;1;10:47:00;16175
09/07/2025 00:00:00;1;17:58:00;26950
10/07/2025 00:00:00;1;16:28:00;24700
11/07/2025 00:00:00;1;06:10:00;9250
12/07/2025 00:00:00;1;00:14:00;350
13/07/2025 00:00:00;1;15:29:00;23225
14/07/2025 00:00:00;1;16:44:00;25100
15/07/2025 00:00:00;1;10:48:00;16200
16/07/2025 00:00:00;1;09:57:00;14925
17/07/2025 00:00:00;1;20:35:00;30875
18/07/2025 00:00:00;1;12:30:00;18750
19/07/2025 00:00:00;1;15:21:00;23025
20/07/2025 00:00:00;1;16:32:00;24800
21/07/2025 00:00:00;1;19:45:00;29625
22/07/2025 00:00:00;1;15:08:00;22700
23/07/2025 00:00:00;1;02:34:00;3850
24/07/2025 00:00:00;1;07:47:00;11675
25/07/2025 00:00:00;1;20:22:00;30550
26/07/2025 00:00:00;1;02:22:00;3550
27/07/2025 00:00:00;1;13:48:00;20700
28/07/2025 00:00:00;1;10:31:00;15775
29/07/2025 00:00:00;1;21:35:00;32375
30/07/2025 00:00:00;1;14:16:00;21400
