DATA;ID_SENSOR;TimeAtive;TotalGastoWatts
19/02/2025 00:00:00;3;16:34:00;828,333333333333
20/02/2025 00:00:00;3;11:59:00;599,166666666667
21/02/2025 00:00:00;3;19:06:00;955
22/02/2025 00:00:00;3;12:10:00;608,333333333333
23/02/2025 00:00:00;3;17:42:00;885
24/02/2025 00:00:00;3;09:04:00;453,333333333333
25/02/2025 00:00:00;3;12:22:00;618,333333333333
26/02/2025 00:00:00;3;05:32:00;276,666666666667
27/02/2025 00:00:00;3;10:17:00;514,166666666667
28/02/2025 00:00:00;3;14:42:00;735
01/03/2025 00:00:00;3;09:41:00;484,166666666667
02/03/2025 00:00:00;3;17:14:00;861,666666666667
03/03/2025 00:00:00;3;04:44:00;236,666666666667
04/03/2025 00:00:00;3;03:52:00;193,333333333333
05/03/2025 00:00:00;3;14:47:00;739,166666666667
06/03/2025 00:00:00;3;20:38:00;1031,66666666667
07/03/2025 00:00:00;3;15:16:00;763,333333333333
08/03/2025 00:00:00;3;17:22:00;868,333333333333
09/03/2025 00:00:00;3;15:45:00;787,5
10/03/2025 00:00:00;3;10:08:00;506,666666666667
11/03/2025 00:00:00;3;15:31:00;775,833333333333
12/03/2025 00:00:00;3;05:55:00;295,833333333333
13/03/2025 00:00:00;3;13:21:00;667,5
14/03/2025 00:00:00;3;12:51:00;642,5
15/03/2025 00:00:00;3;07:16:00;363,333333333333
16/03/2025 00:00:00;3;08:56:00;446,666666666667
17/03/2025 00:00:00;3;08:23:00;419,166666666667
18/03/2025 00:00:00;3;11:03:00;552,5
19/03/2025 00:00:00;3;12:40:00;633,333333333333
20/03/2025 00:00:00;3;08:13:00;410,833333333333
21/03/2025 00:00:00;3;14:07:00;705,833333333333
22/03/2025 00:00:00;3;12:47:00;639,166666666667
23/03/2025 00:00:00;3;10:39:00;532,5
25/03/2025 00:00:00;3;10:03:00;502,5
26/03/2025 00:00:00;3;19:30:00;975
27/03/2025 00:00:00;3;09:19:00;465,833333333333
28/03/2025 00:00:00;3;14:41:00;734,166666666667
29/03/2025 00:00:00;3;14:01:00;700,833333333333
30/03/2025 00:00:00;3;14:08:00;706,666666666667
31/03/2025 00:00:00;3;13:43:00;685,833333333333
01/04/2025 00:00:00;3;18:59:00;949,166666666667
02/04/2025 00:00:00;3;15:51:00;792,5
03/04/2025 00:00:00;3;16:23:00;819,166666666667
04/04/2025 00:00:00;3;18:22:00;918,333333333333
05/04/2025 00:00:00;3;15:13:00;760,833333333333
06/04/2025 00:00:00;3;19:07:00;955,833333333333
07/04/2025 00:00:00;3;17:31:00;875,833333333333
08/04/2025 00:00:00;3;06:46:00;338,333333333333
10/04/2025 00:00:00;3;05:45:00;287,5
11/04/2025 00:00:00;3;20:58:00;1048,33333333333
12/04/2025 00:00:00;3;19:43:00;985,833333333333
13/04/2025 00:00:00;3;10:27:00;522,5
14/04/2025 00:00:00;3;21:13:00;1060,83333333333
15/04/2025 00:00:00;3;16:10:00;808,333333333333
16/04/2025 00:00:00;3;07:43:00;385,833333333333
17/04/2025 00:00:00;3;16:16:00;813,333333333333
18/04/2025 00:00:00;3;20:35:00;1029,16666666667
19/04/2025 00:00:00;3;18:49:00;940,833333333333
20/04/2025 00:00:00;3;12:38:00;631,666666666667
21/04/2025 00:00:00;3;17:29:00;874,166666666667
22/04/2025 00:00:00;3;18:48:00;940
23/04/2025 00:00:00;3;04:45:00;237,5
24/04/2025 00:00:00;3;16:24:00;820
25/04/2025 00:00:00;3;06:03:00;302,5
26/04/2025 00:00:00;3;06:13:00;310,833333333333
27/04/2025 00:00:00;3;09:30:00;475
28/04/2025 00:00:00;3;07:58:00;398,333333333333
29/04/2025 00:00:00;3;05:19:00;265,833333333333
30/04/2025 00:00:00;3;17:53:00;894,166666666667
01/05/2025 00:00:00;3;16:14:00;811,666666666667
02/05/2025 00:00:00;3;13:02:00;651,666666666667
03/05/2025 00:00:00;3;01:43:00;85,8333333333333
04/05/2025 00:00:00;3;07:43:00;385,833333333333
05/05/2025 00:00:00;3;10:22:00;518,333333333333
06/05/2025 00:00:00;3;15:07:00;755,833333333333
07/05/2025 00:00:00;3;17:13:00;860,833333333333
08/05/2025 00:00:00;3;21:31:00;1075,83333333333
09/05/2025 00:00:00;3;12:48:00;640
10/05/2025 00:00:00;3;11:40:00;583,333333333333
11/05/2025 00:00:00;3;10:52:00;543,333333333333
12/05/2025 00:00:00;3;15:59:00;799,166666666667
13/05/2025 00:00:00;3;06:12:00;310
14/05/2025 00:00:00;3;10:45:00;537,5
15/05/2025 00:00:00;3;07:09:00;357,5
16/05/2025 00:00:00;3;13:32:00;676,666666666667
17/05/2025 00:00:00;3;17:10:00;858,333333333333
18/05/2025 00:00:00;3;14:47:00;739,166666666667
19/05/2025 00:00:00;3;15:51:00;792,5
20/05/2025 00:00:00;3;04:41:00;234,166666666667
21/05/2025 00:00:00;3;17:06:00;855
22/05/2025 00:00:00;3;02:32:00;126,666666666667
23/05/2025 00:00:00;3;14:10:00;708,333333333333
24/05/2025 00:00:00;3;04:10:00;208,333333333333
25/05/2025 00:00:00;3;11:05:00;554,166666666667
26/05/2025 00:00:00;3;08:59:00;449,166666666667
27/05/2025 00:00:00;3;18:15:00;912,5
28/05/2025 00:00:00;3;21:26:00;1071,66666666667
29/05/2025 00:00:00;3;01:28:00;73,3333333333333
30/05/2025 00:00:00;3;15:57:00;797,5
31/05/2025 00:00:00;3;20:42:00;1035
01/06/2025 00:00:00;3;16:26:00;821,666666666667
02/06/2025 00:00:00;3;09:20:00;466,666666666667
03/06/2025 00:00:00;3;03:44:00;186,666666666667
04/06/2025 00:00:00;3;10:34:00;528,333333333333
05/06/2025 00:00:00;3;23:06:00;1155
06/06/2025 00:00:00;3;22:09:00;1107,5
07/06/2025 00:00:00;3;04:12:00;210
08/06/2025 00:00:00;3;06:13:00;310,833333333333
09/06/2025 00:00:00;3;18:11:00;909,166666666667
10/06/2025 00:00:00;3;18:02:00;901,666666666667
11/06/2025 00:00:00;3;13:33:00;677,5
12/06/2025 00:00:00;3;18:02:00;901,666666666667
13/06/2025 00:00:00;3;06:22:00;318,333333333333
14/06/2025 00:00:00;3;09:18:00;465
15/06/2025 00:00:00;3;11:52:00;593,333333333333
16/06/2025 00:00:00;3;19:52:00;993,333333333333
17/06/2025 00:00:00;3;14:53:00;744,166666666667
18/06/2025 00:00:00;3;14:29:00;724,166666666667
19/06/2025 00:00:00;3;15:52:00;793,333333333333
21/06/2025 00:00:00;3;16:03:00;802,5
23/06/2025 00:00:00;3;21:09:00;1057,5
24/06/2025 00:00:00;3;17:54:00;895
25/06/2025 00:00:00;3;14:20:00;716,666666666667
26/06/2025 00:00:00;3;14:52:00;743,333333333333
27/06/2025 00:00:00;3;10:21:00;517,5
28/06/2025 00:00:00;3;09:46:00;488,333333333333
29/06/2025 00:00:00;3;11:10:00;558,333333333333
30/06/2025 00:00:00;3;01:04:00;53,3333333333333
01/07/2025 00:00:00;3;21:53:00;1094,16666666667
02/07/2025 00:00:00;3;13:01:00;650,833333333333
03/07/2025 00:00:00;3;14:08:00;706,666666666667
04/07/2025 00:00:00;3;09:42:00;485
05/07/2025 00:00:00;3;18:23:00;919,166666666667
06/07/2025 00:00:00;3;03:37:00;180,833333333333
07/07/2025 00:00:00;3;10:21:00;517,5
08/07/2025 00:00:00;3;10:47:00;539,166666666667
09/07/2025 00:00:00;3;08:29:00;424,166666666667
10/07/2025 00:00:00;3;17:55:00;895,833333333333
11/07/2025 00:00:00;3;05:03:00;252,5
12/07/2025 00:00:00;3;09:00:00;450
13/07/2025 00:00:00;3;06:45:00;337,5
14/07/2025 00:00:00;3;18:57:00;947,5
15/07/2025 00:00:00;3;01:46:00;88,3333333333333
16/07/2025 00:00:00;3;04:46:00;238,333333333333
17/07/2025 00:00:00;3;09:01:00;450,833333333333
18/07/2025 00:00:00;3;09:17:00;464,166666666667
19/07/2025 00:00:00;3;21:42:00;1085
20/07/2025 00:00:00;3;06:03:00;302,5
21/07/2025 00:00:00;3;20:26:00;1021,66666666667
22/07/2025 00:00:00;3;20:08:00;1006,66666666667
23/07/2025 00:00:00;3;05:27:00;272,5
24/07/2025 00:00:00;3;03:07:00;155,833333333333
25/07/2025 00:00:00;3;14:26:00;721,666666666667
26/07/2025 00:00:00;3;21:44:00;1086,66666666667
27/07/2025 00:00:00;3;12:38:00;631,666666666667
28/07/2025 00:00:00;3;15:10:00;758,333333333333
29/07/2025 00:00:00;3;14:19:00;715,833333333333
30/07/2025 00:00:00;3;05:23:00;269,166666666667
