DATA;ID_SENSOR;TimeAtive;TotalGastoWatts
16/05/2025 00:00:00;2;20:20:00;30500
17/05/2025 00:00:00;2;14:13:00;21325
18/05/2025 00:00:00;2;17:52:00;26800
19/05/2025 00:00:00;2;08:31:00;12775
20/05/2025 00:00:00;2;15:07:00;22675
21/05/2025 00:00:00;2;18:00:00;27000
22/05/2025 00:00:00;2;07:38:00;11450
24/05/2025 00:00:00;2;10:49:00;16225
25/05/2025 00:00:00;2;16:09:00;24225
26/05/2025 00:00:00;2;03:25:00;5125
27/05/2025 00:00:00;2;17:24:00;26100
28/05/2025 00:00:00;2;02:45:00;4125
29/05/2025 00:00:00;2;18:16:00;27400
30/05/2025 00:00:00;2;09:42:00;14550
31/05/2025 00:00:00;2;03:37:00;5425
01/06/2025 00:00:00;2;22:14:00;33350
02/06/2025 00:00:00;2;20:12:00;30300
03/06/2025 00:00:00;2;14:11:00;21275
04/06/2025 00:00:00;2;18:13:00;27325
05/06/2025 00:00:00;2;08:18:00;12450
06/06/2025 00:00:00;2;18:35:00;27875
07/06/2025 00:00:00;2;03:02:00;4550
08/06/2025 00:00:00;2;20:57:00;31425
09/06/2025 00:00:00;2;11:00:00;16500
10/06/2025 00:00:00;2;14:06:00;21150
11/06/2025 00:00:00;2;12:26:00;18650
12/06/2025 00:00:00;2;00:53:00;1325
13/06/2025 00:00:00;2;18:04:00;27100
14/06/2025 00:00:00;2;06:03:00;9075
15/06/2025 00:00:00;2;11:33:00;17325
16/06/2025 00:00:00;2;11:46:00;17650
17/06/2025 00:00:00;2;11:31:00;17275
18/06/2025 00:00:00;2;19:39:00;29475
19/06/2025 00:00:00;2;17:50:00;26750
20/06/2025 00:00:00;2;18:20:00;27500
21/06/2025 00:00:00;2;06:14:00;9350
22/06/2025 00:00:00;2;00:38:00;950
24/06/2025 00:00:00;2;11:24:00;17100
25/06/2025 00:00:00;2;05:23:00;8075
26/06/2025 00:00:00;2;17:02:00;25550
27/06/2025 00:00:00;2;17:55:00;26875
28/06/2025 00:00:00;2;04:46:00;7150
29/06/2025 00:00:00;2;14:31:00;21775
30/06/2025 00:00:00;2;10:11:00;15275
01/07/2025 00:00:00;2;16:27:00;24675
02/07/2025 00:00:00;2;08:29:00;12725
03/07/2025 00:00:00;2;15:13:00;22825
04/07/2025 00:00:00;2;00:08:00;200
05/07/2025 00:00:00;2;14:04:00;21100
06/07/2025 00:00:00;2;09:31:00;14275
07/07/2025 00:00:00;2;13:01:00;19525
08/07/2025 00:00:00;2;17:00:00;25500
09/07/2025 00:00:00;2;07:20:00;11000
10/07/2025 00:00:00;2;13:09:00;19725
11/07/2025 00:00:00;2;10:36:00;15900
12/07/2025 00:00:00;2;05:23:00;8075
13/07/2025 00:00:00;2;11:09:00;16725
14/07/2025 00:00:00;2;14:00:00;21000
15/07/2025 00:00:00;2;21:00:00;31500
16/07/2025 00:00:00;2;14:31:00;21775
17/07/2025 00:00:00;2;17:54:00;26850
18/07/2025 00:00:00;2;18:39:00;27975
19/07/2025 00:00:00;2;21:30:00;32250
20/07/2025 00:00:00;2;16:32:00;24800
21/07/2025 00:00:00;2;09:16:00;13900
22/07/2025 00:00:00;2;13:04:00;19600
23/07/2025 00:00:00;2;16:13:00;24325
24/07/2025 00:00:00;2;11:08:00;16700
25/07/2025 00:00:00;2;13:38:00;20450
26/07/2025 00:00:00;2;05:57:00;8925
27/07/2025 00:00:00;2;15:32:00;23300
28/07/2025 00:00:00;2;05:46:00;8650
29/07/2025 00:00:00;2;10:20:00;15500
30/07/2025 00:00:00;2;02:51:00;4275
